L1,L2
"Out of the 5,090 Panchayat Union Councilors posts, the DMK-led front has won 2,338 seats and the AIADMK-alliance 2,185 seats when reports last came in.",ताजा परिणाम मिलने तक पांच हजार 90 पंचायत संघों में पार्षद पद के लिए डीएमके गठबंधन में दो हजार तीन आठ स्थानों पर जबकि एआईएडीएमके ने दो हजार एक सौ 73 स्थानों पर विजय प्राप्त की।
"For the 515 Zilla Parishad Member positions, the DMK-alliance has won 270 seats while AIADMK-led front has grabbed 242 seats.",515 जिला परिषद स्थानेां में से डीएमके गठबंधन ने 268 स्थानों पर जबकि एआईएडीएमके ने 239 स्थानों पर जीत हासिल की है।
"Meanwhile, the State Election Commission has informed the Madras High Court that, the counting process may go on till this evening in some places.",इस बीच राज्य चुनाव आयोग ने मद्रास उच्च न्यायालय को सूचित किया है कि कुछ स्थानों पर आज शाम तक मतगणना होगी।
Petroleum Minister Dharmendra Pradhan has said that said India is preparing to deal with all kinds of situations amidst the rise in global oil prices due to heightened US-Iran tension.,पेट्रोलियम मंत्री धर्मेन्द्र प्रधान ने कहा है कि अमरीका और ईरान के बीच बढ़ते तनाव की वजह से विश्व में तेल की कीमतों में बढ़ोतरी को देखते हुए भारत किसी भी स्थिति से निपटने की तैयारी कर रहा है।
"Replying a media query, Mr Pradhan asserted that there is no crisis for India.",संवाददाताओं से बातचीत में श्री प्रधान ने कहा कि भारत में किसी तरह का संकट नहीं है।
He said Foreign Minister S Jaishankar has spoken to his counterparts in major oil supplying nations and conveyed India's concerns over the geopolitical situation since last week.,उन्होंने कहा कि विदेश मंत्री एस. जयशंकर ने तेल की सप्लाई करने वाले प्रमुख देशों के विदेश मंत्रियों के साथ बातचीत की है और पिछले सप्ताह से पश्चिम एशिया की भू-राजनीतिक स्थिति को लेकर भारत की चिंताओं से उन्हें अवगत करा दिया है।
"He said, India is a major consumer of oil and Government is keeping a close eye on the developments.",उन्होंने कहा कि भारत तेल का प्रमुख उपभोक्ता है और सरकार घटनाक्रम पर कड़ी नजर रखे हुए है।
"In Kashmir valley, Police has arrested a terrorist belonging to Lashkar-e-Toiba Nissar Ahmed Dar. According to Police sources, Dar, a resident of Parray Mohalla Hajan in Bandipora District has been active in North Kashmir and is involved in various subversive activities.",कश्मीर घाटी में पुलिस ने लश्करे तैयबा से जुड़े एक आतंकवादी निसार अहमद डार को गिरफ्तार किया है।
"According to sources, he had escaped from an encounter in Ganderbal District in October last year.",सूत्रों के अनुसार वह पिछले साल अक्टूबर में गांदरबल जिले में एक मुठभेड़ स्थल से फरार हो गया था।
"In Jammu & Kashmir, a Village Defence Committee (VDC) member was arrested in Kishtwar district today for allegedly selling a weapon to a Hizbul Mujahideen terrorist.",जम्मू कश्मीर के किश्तवाड़ जिले में ग्रामीण रक्षा समिति के सदस्य देवीदास को हिजबुल मुजाहिद्दीन के एक आतंकवादी तारिक हुसैन वानी को कथित रूप से हथियार और गोला बारूद बेचने के आरोप में गिरफ्तार किया गया है।
Prime Minister Narendra Modi has asked the scientists to prepare a definite roadmap for the new decade to set the direction and pace of scientific research in various fields in country.,प्रधानमंत्री नरेन्द्र मोदी ने वैज्ञानिकों से कहा है कि वे नए दशक के लिए देश में विभिन्न क्षेत्रों में वैज्ञानिक अनुसंधान की दिशा और गति तय करने के लिए एक प्रभावी रूपरेखा तैयार करें।
Mr Modi was speaking after dedicating to the nation five Young Scientists Laboratories of Defence Research and Development Organisation (DRDO) in Bengaluru yesterday.,श्री मोदी कल बंगलूरू में रक्षा अनुसंधान और विकास संगठन की पांच युवा प्रयोगशालाएं राष्ट्र को समर्पित करने के बाद लोगों को सम्बोधित कर रहे थे।
These laboratories will work on key advanced technologies of importance to the development of futuristic defence system.,ये प्रयोगशालाएं भावी रक्षा प्रणाली के विकास में अत्याधुनिक प्रौद्योगिकी को बढ़ावा देने का काम करेंगी।
"Earlier in the day, speaking at Tumakuru, the Prime Minister lashed out at the protests against the Citizenship Amendment Act and said, the protest must be against Pakistan's continuous atrocities on minorities.","इससे पहले, उन्होंने टुमकुरु में बोलते हुए नागरिकता संशोधन अधिनियम के खिलाफ जारी विरोध प्रदर्शनों को अनुचित बताया और कहा कि विरोध इस बात का होना चाहिए कि पाकिस्तान अल्पसंख्यकों पर लगातार ज्यादतियां कर रहा है।"
He said that Pakistan has always persecuted religious minorities and India is duty bound to help these minorities.,उन्होंने कहा कि पाकिस्तान ने हमेशा धार्मिक अल्पसंख्यकों को उत्पीड़ित किया है और भारत का यह दायित्व है कि वह ऐसे अल्पसंख्यकों की मदद करे।
Ladakh region has received snowfall for the second consecutive day today.,लद्दाख क्षेत्र में आज लगातार दूसरे दिन हिमपात हुआ।
This brought smile on the face of farmers.,इससे किसानों के चेहरे खिल गये।
"Snowfall is lifeline of the region, as it recharges Glaciers on the Himalayas.",क्षेत्र में हिमपात को जीवन रेखा माना जाता है क्योंकि इससे हिमालय के ग्लेशियर समृद्ध होते हैं।
The BJP has assured that not a single illegal foreigner would be allowed to settle in Assam.,भारतीय जनता पार्टी ने कहा है कि असम में किसी भी अवैध प्रवासी को बसने नहीं दिया जाएगा।
"Talking to news persons in Guwahati today ,state BJP President Ranjit Kumar Dass said that misinformation is being spread that  1.5 crore Hindu Bangladeshi would be settled in the state through Citizenship Amendment Act, CAA. He has not ruled out involvement of Jehadi elements in the violence during the CAA protest.",आज गुवाहाटी में पत्रकारों से बातचीत में भाजपा के राज्य अध्यक्ष रंजीत कुमार दास ने कहा कि ऐसी भ्रांतियां फैलाई जा रही हैं कि नागरिकता संशोधन कानून-सीएए के अंतर्गत बंगलादेश के डेढ़ करोड़ हिंदुओं को राज्य में बसा दिया जाएगा।
"Pariksha pe Charcha, the programme in which Prime Minister interacts with the cross section of Students and Teachers from India and abroad to beat exam stress has been rescheduled to 20th January this year.",परीक्षा से जुड़ा तनाव दूर करने के लिए देश-विदेश के विभिन्न वर्गों के विद्यार्थियों और शिक्षकों के साथ प्रधानमंत्री की बातचीत से संबंधित परीक्षा पे चर्चा कार्यक्रम इस साल बीस जनवरी को होगा।
The programme was earlier scheduled for 16th of January.,इससे पहले यह कार्यक्रम 16 जनवरी के लिए तय किया गया था।
"The programme has been rescheduled on account of Pongal, Makar Sankranti, Lohri, Onam and other festivals across the country.","पूरे देश में पोंगल, मकर संक्रांति, लोहड़ी और ओणम पर्व को देखते हुए कार्यक्रम की तारीख बदली गयी है।"
"Human Resource Development Ministry said a lot of excitement and enthusiasm is being seen among the students, teachers and parents to not only participate in the unique event but also to receive valuable tips from the Prime Minister.","मानव संसाधन विकास मंत्रालय के सूत्रों ने बताया कि इस अनूठे कार्यक्रम में भाग लेने और प्रधानमंत्री से बेशकीमती गुर हासिल करने के लिए विद्यार्थियों, शिक्षकों और अभिभावकों के बीच व्यापक उत्साह है।"
"In Chennai, a Special Court today dismissed a discharge petition filed by Congress Member of Parliament Karti Chidambaram and his wife Srinidhi in connection with a tax evasion case.",चेन्नई की एक विशेष अदालत ने कर अपवंचना मामले में कांग्रेस सांसद कार्ति चिदंबरम और उनकी पत्नी श्रीनिधि की याचिका खारिज कर दी।
The Himachal Pradesh Government has launched Himachal MyGov portal in Shimla today with a view to strengthen public participation in the governance process.,"हिमाचल प्रदेश सरकार ने आज शिमला में हिमाचल माई गोव नाम से एक पोर्टल जारी किया है, जिसका मकसद सरकारी काम-काज में लोगों की भागीदारी बढ़ाना है।"
"With this, Himachal Pradesh has become the 11th state in the country to have this facility.",इस पहल से हिमाचल प्रदेश इस सुविधा वाला देश का 11वां राज्य बन गया है।
"While launching the portal, Chief Minister Jairam Thakur said, the portal will help people of the state to communicate their views, suggestions, feedback as well discontentment, if any.","पोर्टल जारी करते हुए मुख्यमंत्री जयराज ठाकुर ने कहा कि इस माध्यम से राज्य के लोग अपने विचार, सुझाव, प्रतिक्रियाएं और शिकायतें भी दर्ज करा सकते हैं।"
"In Sudan, 24 people were killed after a camp for internally displaced people was attacked in West Darfur state.",सूडान में पश्चिमी दरफुर राज्य में विस्थापित लोगों के लिए बनाए गए एक कैम्प में हुए हमले में 24 लोग मारे गए।
President Ram Nath Kovind left from Kochi this morning for his day-long Lakshadweep visit.,राष्ट्रपति रामनाथ कोविंद आज कोच्चि से लक्षद्वीप के एक दिन के दौरे पर कावारत्ती रवाना हो गये हैं।
President will be addressing the people in Kavarati and laying foundation stone for the first Super Speciality Hospital at Kavaratti.,राष्ट्रपति वहां पहले सुपर स्पेशियलिटी अस्पताल की आधारशिला रखेंगे।
He will return to Kochi on Thursday and leave for New Delhi on the same day.,वे बृहस्पतिवार को नई दिल्ली लौट आयेंगे।
"In Jammu and Kashmir, nine persons were killed and about 38 others injured in a tragic road accident in Rajouri district today.",जम्मू-कश्मीर के राजौरी जिले में आज एक सड़क दुर्घटना में नौ लोगों की मौत हो गई और 38 अन्य घायल हो गए।
"According to Additional Deputy Commissioner, Rajouri, the bus was on its way from Surankote to Jammu when the bus skidded off the road and fell into a deep gorge near Lamberhi after the driver lost control over the vehicle.","अपर पुलिस आयुक्त के अनुसार यह दुर्घटना उस समय हुई जब सुरनकोट से जम्मू जा रही बस, चालक के नियंत्रण खोने के बाद लाम्बेड़ी के पास सड़क से फिसल कर एक गहरी खाई में जा गिरी।"
"The injured were taken to the Sub-District Hospital at Sunderbani, Rajouri for treatment.",घायलों को सुदरबनी और राजौरी के उप-जि़ला अस्पतालों में भर्ती कराया गया है।
"Fourteen critically injured have been referred to Government Medical College, Jammu (GMC) for specialized treatment.",गंभीर रूप से घायल 14 लोगों को विशेष उपचार के लिए जम्मू के सरकारी मेडिकल कॉलेज भेज दिया गया है।
"In this meeting, they are expected to reiterate their support for the nuclear deal brokered with Iran.",उम्मीद है कि बैठक मे ईरान के साथ हुए परमाणु समझौते के प्रति समर्थन व्यक्त किया जाएगा।
"Despite calls from US President Donald Trump to break away from the deal in 2018, the European Union remains committed to the treaty amid an escalation of tensions in the region.",2018 में अमेरिकी राष्ट्रपति डोनल्ड ट्रंप द्वारा परमाणु समझौते से अलग होने की घोषणा के बाद भी यूरोपीय संघ ने समझौते को समर्थन जारी रखने की प्रतिबद्धता जताई थी।
"Iran struck the deal in 2015 with the United States, France, Germany, the United Kingdom, Russia and China.","2015 में ईरान के परमाणु कार्यक्रम के बारे में ईरान और अमेरिका, फ्रांस, जर्मनी, चीन, रूस तथा ब्रिटेन के बीच समझौता हुआ था।"
"Inaugurating the games, Chief Minister Sarbanand Sonowal said that the Assam Government has taken various steps to promote sports.",मुख्यमंत्री सर्बानंद सोनोवाल इन खेलों का उद्घाटन करेंगे।
"In all, 6,500 athletes are taking part in the Khelo India at 20 disciplines.",इन खेलों में कुल छह हजार पांच सौ खिलाड़ी भाग ले रहे हैं।
The Games will continue till 22nd of this month.,खेल 22 जनवरी तक चलेंगे।
India has called for restraint between the US and Iran.,भारत ने अमरीका और ईरान से संयम बरतने को कहा है।
"The ministry said, that peace, stability and security in the region is of utmost importance.","मंत्रालय ने कहा है कि पश्चिम एशिया में शांति, स्थिरता और सुरक्षा बहुत जरूरी है।"
"Commander of Iran's Islamic Revolution Guards Corps (IRGC) Qods Force, Major General Qassem Soleimani was killed today following an airstrike by the US at Baghdad’s international airport.",ईरान के रिवोल्युशनरी गार्डस के कमाण्डर जनरल कासिम सुलेमानी की इराक में अमरीकी ड्रोन हमले में मौत के बाद खाड़ी क्षेत्र में तनाव बढ़ गया है।
The British Foreign Office urged UK nationals in the region to remain vigilant and monitor the media carefully.,ब्रिटेन के विदेश कार्यालय ने इस क्षेत्र में अपने देश के नागरिकों से आग्रह किया है कि वे सतर्कता बरतें और संबंधित खबरों पर नजर बनाए रखें।
British foreign minister Dominic Raab has also urged all parties to de-escalate saying conflict is in interest of none.,ब्रिटेन के विदेश मंत्री डोमिनिक राब ने सभी पक्षों से संयम बनाए रखने की अपील करते हुए कहा है कि युद्ध किसी के हित में नहीं है।
"Union Minister and BJP's Election Incharge of Delhi, Prakash Javadekar today alleged that Congress and Aam Adami Party are spreading rumours about Citizenship Amendment Act. Mr. Javadekar said these two parties must apologize to the people of Delhi.",केंद्रीय मंत्री और भारतीय जनता पार्टी के दिल्ली चुनाव प्रभारी प्रकाश जावड़ेकर ने आज कांग्रेस और आम आदमी पार्टी पर आरोप लगाया कि वे नागरिकता संशोधन अधिनियम के बारे में दिल्ली में अफवाह फैला रहे हैं।
"Interacting with media in New Delhi, he alleged, Congress and Aam Aadmi Party remained silent on the violence which erupted in Delhi and across the country and spread misinformation about the Citizenship Amendment Act. Mr. Javadekar said BJP will fight the upcoming Assembly Election of Delhi on the issue of development.","आज नई दिल्ली में संवाददाताओं से बातचीत में श्री जावड़ेकर ने आरोप लगाया कि दिल्ली और देशभर में इस कानून के बारे में भ्रांतियों के बाद हिंसा फैली, तो कांग्रेस और आम आदमी पार्टी खामोश बनी रहीं।"
Mr Shah claimed that BJP will come to power in upcoming Delhi assembly elections.,श्री जावड़ेकर ने कहा कि भाजपा दिल्ली में आगामी चुनाव विकास के मुद्दे पर लड़ेगी।
He accused the Aam Adami Party for taking the credit of the works done by the Centre for the welfare of the people of Delhi.,उन्होंने आम आदमी पार्टी पर आरोप लगाया कि वह दिल्ली की जनता के कल्याण के लिए केंद्र सरकार के कार्यों का श्रेय खुद ले रही है।
"The National Green Corps scheme, which was closed for over a decade, has been revived for Jammu and Kashmir.",राष्ट्रीय हरित कोर योजना जम्मू-कश्मीर के लिए दोबारा शुरू की गई है।
"The environment education, awareness and Training scheme of Ministry of Environment, Forest and Climate Change, Govt.",यह केन्द्रीय पर्यावरण वन और जलवायु परिवर्तन मंत्रालय का पर्यावरण शिक्षा जागरूकता और प्रशिक्षण कार्यक्रम है।
Environment and Forests Ministry has approved the release of Grant-in-Aid of  2.6 crore rupees to J&K Pollution Control Board.,इसी के बाद पर्यावरण और वन मंत्रालय ने जम्मू-कश्मीर प्रदूषण नियंत्रण बोर्ड के लिए दो करोड़ साठ लाख रूपये की अनुदान सहायता जारी करने को मंजूरी दी है।
"Under this scheme, the JK PCB shall provide financial assistance to 3742 number of Eco Clubs of registered schools in both the regions of J&K along with 96 Eco-Clubs for registered Colleges.",इस योजना के अंतर्गत प्रदूषण नियंत्रण बोर्ड केन्द्रशासित प्रदेश जम्मू-कश्मीर के दोनों क्षेत्रों में पंजीकृत स्कूलों के तीन हजार सात सौ बयालीस और पंजीकृत महाविद्यालयों के 96 पर्यावरण क्लबों को वित्तीय सहायता देगा।
Minister of State in the Prime Minister's Office Dr Jitendra Singh has said that India will launch Chandrayaan-3 in 2020.,प्रधानमंत्री कार्यालय में राज्य मंत्री डॉक्टर जितेन्द्र सिंह ने कहा है कि भारत 2020 में चंद्रयान-3 का प्रक्षेपण करेगा।
"Briefing reporters in New Delhi yesterday, Dr Singh asserted that the mission cost will be less than Chandrayaan-2.",कल नई दिल्ली में संवाददाताओं से बातचीत में डॉक्टर सिंह ने कहा कि इस मिशन की लागत चंद्रयान-2 से कम होगी।
He added that the experience gathered from Chandrayaan-2 and available infrastructure will bring down the cost of Chandrayaan-3.,उन्होंने यह भी कहा कि चंद्रयान-2 से मिले अनुभवों और उपलब्ध बुनियादी ढांचे से चंद्रयान-3 की लागत कम रहेगी।
Chandrayaan-2 mission was India's first attempt to land on lunar surface.,चंद्रयान-2 मिशन चंद्रमा पर पहुंचने का भारत का पहला प्रयास था।
The Indian Space Research Organization had planned its landing on the South Pole of the lunar surface.,भारतीय अंतरिक्ष अनुसंधान संगठन ने चंद्रमा के दक्षिणी ध्रुव पर पहुंचने की योजना बनाई थी।
Union Home Minister Amit Shah today dedicated the new campus of National Fire Service College (NFSC) under Ministry of Home affairs in Nagpur.,गृहमंत्री अमित शाह ने आज नागपुर में गृहमंत्रालय के अंतर्गत राष्ट्रीय अग्नि सेवा महाविद्यालय के नए परिसर का उद्घाटन किया।
"He informed that four-year Bachelor level course in Fire Engineering approved by the All India Council for Technical Education along with the short and long-term courses in Emergency Management, Medical Life Support Management and Disaster Management will be taught in this college.","श्री अमित शाह ने बताया कि इस महाविद्यालय में फायर इंजिनियरिंग में चार साल के स्नातक पाठ्यक्रम के अलावा आपात प्रबंधन, चिकित्सा जीवन रक्षक प्रबंधन तथा आपदा प्रबंधन में छोटी और लम्बी अवधि के पाठ्यक्रम पढ़ाए जाएंगे।"
"In the same function, the Minister also laid the foundation stone for the National Disaster Response Force (NDRF) Academy which will be established near Suradevi village of Nagpur.",इसी कार्यक्रम में गृहमंत्री ने राष्ट्रीय आपदा मोचन बल अकादमी की आधारशिला भी रखी।
"He said about 5,000 personnel will be trained in the field of disaster management by this academy each year.",इस अकादमी में प्रतिवर्ष पांच हजार लोगों को आपदा प्रबंधन में प्रशिक्षण दिया जाएगा।
"While stressing the importance of Disaster management and fire services in achieving the industrial, infrastructural and Urban Development goals, he said, it is vital for stakeholders to look after the preparedness in the disaster management and fire services.","औद्योगिक, बुनियादी ढांचा और शहरी विकास लक्ष्यों को हासिल करने में आपदा प्रबंधन तथा अग्नि सेवा के महत्व पर जोर देते हुए गृहमंत्री ने कहा कि हितधारकों को आपदा प्रबंधन तथा अग्नि सेवा में तैयारियों पर नज़र रखना महत्वपूर्ण है।"
"On this occasion, 15 President's Fire Service medals for gallantry were also awarded by the Minister to the awardees including Fire Service Officers and Firemen from different parts of the country.",इस अवसर पर श्री अमित शाह ने देश के विभिन्न भागों के 15 अग्नि सेवा अधिकारियों और कर्मचारियों को राष्ट्रपति अग्नि सेवा पदक प्रदान किए।
Union Minister for Road Transport Nitin Gadkari and Minister of State for Home affairs Nityanand Rai were also present at this juncture.,इस मौके पर सड़क परिवहन मंत्री नितिन गड़करी और गृह राज्यमंत्री नित्यानंद रॉय उपस्थित थे।
"Iranian General Qassem Soleimani, the head of Iran's elite Quds Force, was killed in a US airstrike in Baghdad International airport.",ईरान की कुद्स आर्मी के प्रमुख जनरल क़ासिम सुलेमानी शुक्रवार को बगदाद में अमरीकी हवाई हमले में मारे गये थे।
"The burial is expected to take place on Tuesday at his home town Kerman, in South East of Iran.",ईरान के दक्षिणी पूर्व हिस्से में उनके शहर करमन में आज सुलेमानी को दफनाए जाने की संभावना है।
"Earlier, the supreme leader of Iran Ayatollah Ali Khamenei had announced that a harsh and severe revenge awaits the criminals who killed General Soleimani.","इससे पहले, ईरान के सर्वोच्च नेता अयातुल्लाह खामेनी ने जनरल सुलेमानी की मौत का बदला लेने की घोषणा की थी।"
Qasem Soleimani was an iconic figure in Iran and has played a huge role in executing the country's military campaigns across the Middle East.,क़ासिम सुलेमानी ने इस क्षेत्र में ईरान के सैन्य अभियानों में महत्वपूर्ण भूमिका निभाई थी।
His death has now raised US-Iranian tensions to a new and dangerous level.,उनकी हत्या ने अमरीका और ईरान के बीच तनाव को खतरनाक स्तर पर पहुंचा दिया है।
Centre has sent a team of doctors to take stock of death of children at Kota’s JK Lon Hospital in Rajasthan.,राजस्थान में कोटा जे के लोन अस्पताल में बच्चों की मौत के मामले की जांच करने के लिए केन्द्रीय दल भेजा है।
"The high-level team includes experts from AIIMS Jodhpur and Regional Director of Health Services, Jaipur.",इस उच्चस्तरीय दल में एम्स जोधपुर और जयपुर स्वास्थ्य सेवाओं के क्षेत्रीय निदेशालय के विशेषज्ञ शामिल हैं।
Rajasthan ministers Raghu Sharma and Pratap Singh Khachariawas are also visiting the hospital today.,राजस्थान के मंत्री रघु शर्मा और प्रताप सिंह खाचरियावास आज अस्पताल का दौरा कर रहे हैं।
The death toll in the hospital has risen to 107 today since December  1.,"इस बीच, एक दिसम्बर से अब तक जे के लोन अस्पताल में मरने वाले बच्चों की संख्या बढ़कर 104 हो गई है।"
"In Tamil Nadu, the counting of votes polled in the rural local body elections are underway, amidst tight security.",तमिलनाडु में ग्रामीण स्थानीय निकायों के चुनाव की मतगणना कड़ी सुरक्षा व्यवस्था के बीच जारी है।
"In the 515 Zilla Parishad member posts, the DMK-led alliance is ahead in 108 positions and the AIADMK-led front leading in 103 places.",जिला परिषदों के 515 स्थानों में से डीएमके गठबंधन ने 108 स्थानों पर बढ़त बनाई है जबकि ऑल इंडिया अन्ना डीएमके गठबंधन 103 स्थानों पर आगे चल रही है।
Initial results are expected today evening.,सभी परिणाम आज देर रात तक आने की संभावना है।
The counting began at 8 am at 315 counting centres across 27 districts where the polling has been held in two phases last month.,पिछले माह दो चरणों में हुए चुनावों की मतगणना 27 जिलों के 315 केन्द्रों पर आठ बजे शुरू हुई।
"The Special Investigation Team, SIT probing the murder of activist-journalist Gauri Lankesh has arrested one person in connection with the case.",सामाजिक कार्यकर्ता और पत्रकार गौरी लंकेश की हत्या की जांच कर रहे विशेष जांच दल - एस.आई.टी. ने इस संबंध में एक व्यक्ति को गिरफ्तार किया है।
"SIT said in a statement, that Rushikesh Devdikar alias Murali, who was absconding was arrested yesterday from his hideout at Katras in Dhanbad district of Jharkhand.",एसआईटी के बयान में कहा गया है कि ऋषिकेश देवड़ीकर उर्फ मुरली को झारखंड के धनबाद जिले के कटरस से कल गिरफ्तार किया गया।
"According to the probe team, Devdikar was part of the conspiracy to kill Lankesh.",देवड़ीकर ने लंकेश की हत्या की साजिश रची थी।
"Lankesh, a left-leaning journalist, was shot dead on September 5, 2017 outside her house.","वामपंथी पत्रकार लंकेश की उनके घर के बाहर 5 सितम्बर, 2017 को गोली मारकर हत्या कर दी गई थी।"
Sri Lankan Foreign Minister Dinesh Gunawardena will reach New Delhi tonight on a two-day official visit to India.,श्रीलंका के विदेशमंत्री दिनेश गुनावर्द्धना दो दिन की भारत यात्रा पर आज शाम नई दिल्ली पहुंच रहे हैं।
He will have delegation-level meeting with External affairs minister Dr. S. Jaishankar tomorrow during which a gamut of bilateral issues will come up for discussion.,श्री गुनावर्द्धना कल विदेशमंत्री डॉ0 एस जयशंकर के साथ प्रतिनिधिमण्डल स्तर की वार्ता करेंगे।
"Cooperation in economic projects, investment by Indian companies, issue of fishermen and stability in the Indian Ocean region are among the main issues expected to be discussed between the two countries during the visit.","बातचीत में आपसी हितों के मुद्दे, आर्थिक परियोजनाएं, भारतीय कंपनियों द्वारा निवेश, मछुआरों के मामले तथा हिन्द महासागर क्षेत्र में स्थायित्व जैसे विषय शामिल रहेंगे।"
"Mr. Gunawardena, who holds charge of skill development and labour relations, will also have meeting with his Indian counterparts during his stay.","श्री गुनावर्द्धने, जो कौशल विकास और श्रम मंत्रालयों के भी प्रभारी हैं, अपने भारत प्रवास के दौरान इन विभागों के मंत्रियों से भी मिलेंगे।"
He is also scheduled to visit Mahabodhi temple society on Friday before returning home.,स्वदेश वापसी से पहले शुक्रवार को वे बौद्धगया जाकर वहां महाबोधि मंदिर में दर्शन करेंगे।
President Rajapaksa has called for investment by Indian companies particularly in high tech sector.,श्रीलंका के राष्ट्रपति ने भारतीय कंपनियों से विशेषकर उच्च तकनीक क्षेत्र में निवेश करने का आह्वान किया था।
Olympic medal-winning Indian shuttlers P V Sindhu and Saina Nehwal crashed out of the Malaysia Masters after being outplayed by familiar foes in the quarterfinals ending the country's campaign at Kuala Lumpur today.,मौजूदा विश्व चैम्पियन पी.वी. सिंधू और साइना नेहवाल ने आज कुआलालंपुर में चल रहे मलेशिया मास्टर्स बैडमिंटन टूर्नामेंट में शानदार प्रदर्शन करते हुए महिला सिंगल्स के क्वार्टरफाइनल में प्रवेश कर लिया है।
Indian Railways has integrated its helpline numbers into a single number - 139 for quick grievance redressal and enquiries by passengers during their train journeys.,भारतीय रेल विभाग ने शिकायतों के जल्दी निपटारे और यात्रा अवधि के दौरान यात्रियों की पूछताछ संबंधी जरूरतों को निपटाने के लिए नया हेल्पलाइन नम्बर 139 जारी किया है।
It will be easy for passengers to remember this number and connect with Railways for all their needs during train travel.,यह नम्बर याद करने में यात्रियों को आसानी होगी और वे रेलगाड़ी में यात्रा के दौरान रेल विभाग से अपनी आवश्यकताओं के लिए संपर्क कर सकेंगे।
The Helpline 139 will be available in twelve languages.,हेल्पलाइन नम्बर 139 बारह भाषाओं में उपलब्ध रहेगा।
It will be based on Interactive Voice Response System.,यह नम्बर संवादात्मक आवाज प्रतिक्रिया प्रणाली पर आधारित है।
Union Home Minister Amit Shah today dedicated the new campus of National Fire Service College (NFSC) under Ministry of Home affairs in Nagpur.,केन्द्रीय गृह मंत्री अमित शाह आज महाराष्ट्र में नागपुर में राष्ट्रीय अग्निशमन सेवा कॉलेज का नया परिसर राष्ट्र को समर्पित करेंगे।
Union Minister for Road Transport Nitin Gadkari and Minister of State for Home affairs Nityanand Rai were also present at this juncture.,केन्द्रीय परिवहन मंत्री नितिन गड़करी और गृह राज्यमंत्री नित्यानन्द राय भी समारोह में मौजूद रहेंगे।
"Arunachal Pradesh State Legislative Assembly Speaker Pasang Dorjee Sona has said that the Assembly is trying to do away with the use of single-use plastics, which is hazardous to the environment and put into use the bio-degradable, eco-friendly things.",अरूणाचल प्रदेश के विधानसभा अध्यक्ष पसान्ग दोरजी सोना ने कहा है कि सदन पर्यावरण के लिए हानिकारक सिंगल यूज प्लास्टिक से दूर रहने का प्रयास कर रहा है।
"Speaking to media persons, Mr. Sona said that the State Govt is making all-out efforts to stop the use of non-degradable plastics in the State in line with Prime Minister Narendra Modi’s call for a plastic-free India.",संवाददाताओं से बातचीत करते हुए सोना ने कहा कि प्रधानमंत्री के प्लास्टिक मुक्त भारत अभियान के तहत राज्य सरकार पर्यावरण के अनुकूल वस्तुओं का उपयोग कर सिंगल यूज प्लास्टिक को रोकने का प्रयास कर रही है।
"Several Union Ministers and BJP leaders including Rajnath Singh, Nitin Gadkari, Prakash Javadekar, Nirmala Sitharaman and Yogi Adityanath took part in the drive in different parts of the country.","भाजपा अध्यक्ष और गृह मंत्री अमित शाह, उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ, पार्टी के कार्यकारी अध्यक्ष जगत प्रकाश नड्डा, राजनाथ सिंह और नितिन गडकरी समेत कई केंद्रीय मंत्री और भाजपा नेता आज देश के विभिन्न भागों में घर-घर जाकर सम्पर्क अभियान में शामिल होंगे।"
The Bill further requires the government to allocate 200 million euro to the Islamic Revolution Guards Corps (IRGC) Quds Force to take revenge for the US killing of Lieutenant General Qassem Soleimani.,विधेयक में सरकार से कहा गया है कि वह जनरल कासिम सुलेमानी की मौत का बदला लेने के लिए ईरान की सेना--इस्लामिक रिवोल्युशनरी गार्ड्स को बीस करोड़ यूरो की राशि का आवंटन करे।
